satellite,satellite_name,staleness_h,threshold_hz,is_preregistered_threshold,status,candidate_pairs,accepted_pairs,rejected_pairs,reject_rate_pct,n_train_pairs,n_validation_pairs,n_test_pairs,selected_model,val_sgp4_mae_hz,val_learned_mae_hz,val_improvement_pct,gate_decision,gate_mae,gate_p95,gate_p99,gate_outage,gate_guard_cost,test_sgp4_mae_hz,test_learned_mae_hz,test_delta_mae_hz,test_degradation_pct,test_improvement_pct,learned_wins,sgp4_wins,ties,pair_win_rate,mean_pair_delta_mae_hz,median_pair_delta_mae_hz,pair_ci_low_hz,pair_ci_high_hz,sign_test_p,holm_p,bh_q,block_bootstrap_days,block_ci_low_hz,block_ci_high_hz,block_ci_excludes_zero,test_sgp4_p95_hz,test_learned_p95_hz,test_sgp4_p99_hz,test_learned_p99_hz,test_sgp4_outage_proxy,test_learned_outage_proxy,selection_reason,selected_val_mae_hz,gate_margin_hz,val_mae_zero,val_mae_mean_bias,val_mae_median_bias,val_mae_linear_age,val_mae_age_ridge,val_mae_deployable_ridge,test_mae_zero,test_mae_mean_bias,test_mae_median_bias,test_mae_linear_age,test_mae_age_ridge,test_mae_deployable_ridge
NORAD66514,SENTINEL-6B,8,150,False,evaluated,487,487,0,0.0,290,119,78,age_ridge,0.045403,0.049994,-10.112,closed,closed,closed,closed,closed,closed,0.041419,0.046384,0.004965,11.9877,-11.9877,25,53,0,0.320513,0.004965,0.005216,0.003164,0.006802,0.002031,0.300588,0.00431787,37,0.002829,0.007111,True,0.116859,0.11816,0.135416,0.135482,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.049994,-0.006861306,0.045403,0.049613,0.045403,0.050174,0.049994,0.06724,0.041419,0.045684,0.041419,0.046695,0.046384,0.062881
NORAD66514,SENTINEL-6B,8,500,False,evaluated,487,487,0,0.0,290,119,78,age_ridge,0.045403,0.049994,-10.112,closed,closed,closed,closed,closed,closed,0.041419,0.046384,0.004965,11.9877,-11.9877,25,53,0,0.320513,0.004965,0.005216,0.003164,0.006802,0.002031,0.300588,0.00431787,37,0.002829,0.007111,True,0.116859,0.11816,0.135416,0.135482,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.049994,-0.006861306,0.045403,0.049613,0.045403,0.050174,0.049994,0.06724,0.041419,0.045684,0.041419,0.046695,0.046384,0.062881
NORAD66514,SENTINEL-6B,8,1500,True,evaluated,487,487,0,0.0,290,119,78,age_ridge,0.045403,0.049994,-10.112,closed,closed,closed,closed,closed,closed,0.041419,0.046384,0.004965,11.9877,-11.9877,25,53,0,0.320513,0.004965,0.005216,0.003164,0.006802,0.002031,0.300588,0.00431787,37,0.002829,0.007111,True,0.116859,0.11816,0.135416,0.135482,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.049994,-0.006861306,0.045403,0.049613,0.045403,0.050174,0.049994,0.06724,0.041419,0.045684,0.041419,0.046695,0.046384,0.062881
NORAD66514,SENTINEL-6B,8,3000,False,evaluated,487,487,0,0.0,290,119,78,age_ridge,0.045403,0.049994,-10.112,closed,closed,closed,closed,closed,closed,0.041419,0.046384,0.004965,11.9877,-11.9877,25,53,0,0.320513,0.004965,0.005216,0.003164,0.006802,0.002031,0.300588,0.00431787,37,0.002829,0.007111,True,0.116859,0.11816,0.135416,0.135482,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.049994,-0.006861306,0.045403,0.049613,0.045403,0.050174,0.049994,0.06724,0.041419,0.045684,0.041419,0.046695,0.046384,0.062881
NORAD66514,SENTINEL-6B,24,none,False,evaluated,689,689,0,0.0,402,161,126,age_ridge,0.143756,0.152,-5.7349,closed,closed,closed,closed,closed,closed,0.115621,0.124128,0.008507,7.3575,-7.3575,33,93,0,0.261905,0.008507,0.004854,0.00599,0.01136,0.0,0.0,0.0,46,0.005063,0.01207,True,0.338164,0.328096,0.39321,0.383778,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.152,-0.015432111,0.143756,0.145747,0.143728,0.152887,0.152,0.381162,0.115621,0.117974,0.115601,0.125032,0.124128,0.382248
NORAD66514,SENTINEL-6B,24,150,False,evaluated,689,688,1,0.1451,401,161,126,age_ridge,0.143756,0.164942,-14.7376,closed,closed,closed,closed,closed,closed,0.115621,0.138579,0.022958,19.8567,-19.8567,16,110,0,0.126984,0.022958,0.013761,0.01777,0.028549,0.0,0.0,0.0,46,0.016031,0.029947,True,0.338164,0.334907,0.39321,0.388599,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.164942,-0.028374012,0.143756,0.151245,0.143726,0.166915,0.164942,0.247942,0.115621,0.124174,0.115601,0.14089,0.138579,0.253368
NORAD66514,SENTINEL-6B,24,500,False,evaluated,689,689,0,0.0,402,161,126,age_ridge,0.143756,0.152,-5.7349,closed,closed,closed,closed,closed,closed,0.115621,0.124128,0.008507,7.3575,-7.3575,33,93,0,0.261905,0.008507,0.004854,0.00599,0.01136,0.0,0.0,0.0,46,0.005063,0.01207,True,0.338164,0.328096,0.39321,0.383778,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.152,-0.015432111,0.143756,0.145747,0.143728,0.152887,0.152,0.381162,0.115621,0.117974,0.115601,0.125032,0.124128,0.382248
NORAD66514,SENTINEL-6B,24,1500,True,evaluated,689,689,0,0.0,402,161,126,age_ridge,0.143756,0.152,-5.7349,closed,closed,closed,closed,closed,closed,0.115621,0.124128,0.008507,7.3575,-7.3575,33,93,0,0.261905,0.008507,0.004854,0.00599,0.01136,0.0,0.0,0.0,46,0.005063,0.01207,True,0.338164,0.328096,0.39321,0.383778,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.152,-0.015432111,0.143756,0.145747,0.143728,0.152887,0.152,0.381162,0.115621,0.117974,0.115601,0.125032,0.124128,0.382248
NORAD66514,SENTINEL-6B,24,3000,False,evaluated,689,689,0,0.0,402,161,126,age_ridge,0.143756,0.152,-5.7349,closed,closed,closed,closed,closed,closed,0.115621,0.124128,0.008507,7.3575,-7.3575,33,93,0,0.261905,0.008507,0.004854,0.00599,0.01136,0.0,0.0,0.0,46,0.005063,0.01207,True,0.338164,0.328096,0.39321,0.383778,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.152,-0.015432111,0.143756,0.145747,0.143728,0.152887,0.152,0.381162,0.115621,0.117974,0.115601,0.125032,0.124128,0.382248
NORAD66514,SENTINEL-6B,48,none,False,evaluated,687,687,0,0.0,395,163,129,age_ridge,0.292191,0.312571,-6.9749,closed,closed,closed,closed,closed,closed,0.22246,0.247261,0.024801,11.1487,-11.1487,27,102,0,0.209302,0.024801,0.015601,0.018968,0.030781,0.0,0.0,0.0,47,0.016697,0.032818,True,0.642011,0.611255,0.740964,0.699046,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.312571,-0.03498971,0.292191,0.305672,0.29216,0.313504,0.312571,0.818203,0.22246,0.238468,0.222422,0.248562,0.247261,0.838351
NORAD66514,SENTINEL-6B,48,150,False,evaluated,687,684,3,0.4367,392,163,129,age_ridge,0.292191,0.331374,-13.4102,closed,closed,closed,closed,closed,closed,0.22246,0.268995,0.046536,20.9186,-20.9186,10,119,0,0.077519,0.046536,0.049427,0.040595,0.051845,0.0,0.0,0.0,47,0.03948,0.052761,True,0.642011,0.604261,0.740964,0.692644,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.331374,-0.053792998,0.292191,0.330985,0.292132,0.331417,0.331374,0.421161,0.22246,0.268515,0.22239,0.269047,0.268995,0.383075
NORAD66514,SENTINEL-6B,48,500,False,evaluated,687,687,0,0.0,395,163,129,age_ridge,0.292191,0.312571,-6.9749,closed,closed,closed,closed,closed,closed,0.22246,0.247261,0.024801,11.1487,-11.1487,27,102,0,0.209302,0.024801,0.015601,0.018968,0.030781,0.0,0.0,0.0,47,0.016697,0.032818,True,0.642011,0.611255,0.740964,0.699046,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.312571,-0.03498971,0.292191,0.305672,0.29216,0.313504,0.312571,0.818203,0.22246,0.238468,0.222422,0.248562,0.247261,0.838351
NORAD66514,SENTINEL-6B,48,1500,True,evaluated,687,687,0,0.0,395,163,129,age_ridge,0.292191,0.312571,-6.9749,closed,closed,closed,closed,closed,closed,0.22246,0.247261,0.024801,11.1487,-11.1487,27,102,0,0.209302,0.024801,0.015601,0.018968,0.030781,0.0,0.0,0.0,47,0.016697,0.032818,True,0.642011,0.611255,0.740964,0.699046,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.312571,-0.03498971,0.292191,0.305672,0.29216,0.313504,0.312571,0.818203,0.22246,0.238468,0.222422,0.248562,0.247261,0.838351
NORAD66514,SENTINEL-6B,48,3000,False,evaluated,687,687,0,0.0,395,163,129,age_ridge,0.292191,0.312571,-6.9749,closed,closed,closed,closed,closed,closed,0.22246,0.247261,0.024801,11.1487,-11.1487,27,102,0,0.209302,0.024801,0.015601,0.018968,0.030781,0.0,0.0,0.0,47,0.016697,0.032818,True,0.642011,0.611255,0.740964,0.699046,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.312571,-0.03498971,0.292191,0.305672,0.29216,0.313504,0.312571,0.818203,0.22246,0.238468,0.222422,0.248562,0.247261,0.838351
NORAD66514,SENTINEL-6B,72,none,False,evaluated,688,688,0,0.0,398,163,127,age_ridge,0.451209,12.218224,-2607.8846,closed,closed,closed,closed,closed,closed,0.325852,13.879743,13.553892,4159.5302,-4159.5302,0,127,0,0.0,13.553892,8.124767,11.829986,15.381547,0.0,0.0,0.0,46,11.664058,15.484546,True,0.959541,15.942259,1.08834,16.132485,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",12.218224,-11.789575519,0.451209,8.879663,0.451159,12.825768,12.218224,79.201748,0.325852,8.864465,0.325752,14.723617,13.879743,82.195774
NORAD66514,SENTINEL-6B,72,150,False,evaluated,688,678,10,1.4535,388,163,127,linear_age,0.451209,0.503131,-11.5073,closed,closed,closed,closed,closed,closed,0.325852,0.388446,0.062595,19.2096,-19.2096,10,117,0,0.07874,0.062595,0.052683,0.054844,0.070608,0.0,0.0,0.0,46,0.053818,0.07124,True,0.959541,0.904132,1.08834,1.012645,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.503131,-0.074482329,0.451209,0.506086,0.451049,0.503131,0.503131,0.683025,0.325852,0.39732,0.325515,0.388446,0.388446,0.634509
NORAD66514,SENTINEL-6B,72,500,False,evaluated,688,679,9,1.3081,389,163,127,age_ridge,0.451209,0.491925,-9.0237,closed,closed,closed,closed,closed,closed,0.325852,0.381656,0.055804,17.1257,-17.1257,15,112,0,0.11811,0.055804,0.056719,0.04886,0.063109,0.0,0.0,0.0,46,0.047833,0.062792,True,0.959541,0.89551,1.08834,1.000161,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.491925,-0.063276091,0.451209,0.490204,0.451062,0.492134,0.491925,0.916493,0.325852,0.377942,0.325546,0.382078,0.381656,0.902872
NORAD66514,SENTINEL-6B,72,1500,True,evaluated,688,680,8,1.1628,390,163,127,age_ridge,0.451209,0.481816,-6.7833,closed,closed,closed,closed,closed,closed,0.325852,0.371586,0.045735,14.0354,-14.0354,18,109,0,0.141732,0.045735,0.03676,0.038333,0.05374,0.0,0.0,0.0,46,0.036513,0.054031,True,0.959541,0.905513,1.08834,1.01115,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.481816,-0.05316738,0.451209,0.475837,0.451077,0.482681,0.481816,1.27182,0.325852,0.359811,0.325577,0.373073,0.371586,1.339973
NORAD66514,SENTINEL-6B,72,3000,False,evaluated,688,681,7,1.0174,391,163,127,age_ridge,0.451209,0.94789,-110.0778,closed,closed,closed,closed,closed,closed,0.325852,0.977717,0.651865,200.0498,-200.0498,11,116,0,0.086614,0.651865,0.32357,0.515857,0.79246,0.0,0.0,0.0,46,0.506479,0.803399,True,0.959541,1.67047,1.08834,1.807066,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.94789,-0.519241616,0.451209,0.537512,0.451077,1.008515,0.94789,2.945387,0.325852,0.426046,0.325577,1.053608,0.977717,2.913881
NORAD66514,SENTINEL-6B,96,none,False,evaluated,698,698,0,0.0,404,163,131,age_ridge,0.612175,10.672303,-1643.3425,closed,closed,closed,closed,closed,closed,0.437529,14.168575,13.731045,3138.3136,-3138.3136,0,131,0,0.0,13.731045,8.144671,11.874905,15.871773,0.0,0.0,0.0,49,11.289956,16.516946,True,1.285116,16.59238,1.457956,16.805015,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",10.672303,-10.090737052,0.612175,7.919544,0.612565,11.236473,10.672303,126.302659,0.437529,7.903391,0.437791,15.202111,14.168575,134.360339
NORAD66514,SENTINEL-6B,96,150,False,evaluated,698,682,16,2.2923,388,163,131,age_ridge,0.612175,0.669859,-9.4228,closed,closed,closed,closed,closed,closed,0.437529,0.514663,0.077134,17.6294,-17.6294,16,115,0,0.122137,0.077134,0.064912,0.065492,0.089962,0.0,0.0,0.0,49,0.065344,0.090342,True,1.285116,1.201024,1.457956,1.345083,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.669859,-0.088292652,0.612175,0.663206,0.611813,0.670683,0.669859,0.862867,0.437529,0.496887,0.437324,0.516895,0.514663,0.783213
NORAD66514,SENTINEL-6B,96,500,False,evaluated,698,683,15,2.149,389,163,131,age_ridge,0.612175,0.66433,-8.5197,closed,closed,closed,closed,closed,closed,0.437529,0.517787,0.080258,18.3434,-18.3434,19,112,0,0.145038,0.080258,0.049084,0.063669,0.099,0.0,0.0,0.0,49,0.059969,0.102585,True,1.285116,1.227193,1.457956,1.37042,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.66433,-0.082764036,0.612175,0.648635,0.611841,0.666582,0.66433,1.142845,0.437529,0.478746,0.437339,0.523031,0.517787,1.077417
NORAD66514,SENTINEL-6B,96,1500,True,evaluated,698,684,14,2.0057,390,163,131,age_ridge,0.612175,0.676026,-10.4302,closed,closed,closed,closed,closed,closed,0.437529,0.556793,0.119264,27.2585,-27.2585,8,123,0,0.061069,0.119264,0.045251,0.089748,0.154189,0.0,0.0,0.0,49,0.079947,0.165006,True,1.285116,1.32191,1.457956,1.472194,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.676026,-0.094459728,0.612175,0.632507,0.611874,0.683088,0.676026,1.574627,0.437529,0.459292,0.437357,0.571663,0.556793,1.625376
NORAD66514,SENTINEL-6B,96,3000,False,evaluated,698,686,12,1.7192,392,163,131,age_ridge,0.612175,0.742482,-21.286,closed,closed,closed,closed,closed,closed,0.437529,0.632405,0.194875,44.5399,-44.5399,2,129,0,0.015267,0.194875,0.161845,0.16916,0.223487,0.0,0.0,0.0,49,0.168733,0.223679,True,1.285116,1.61338,1.457956,1.793165,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.742482,-0.16091636,0.612175,0.708017,0.611928,0.750267,0.742482,4.007641,0.437529,0.565005,0.437385,0.648121,0.632405,3.985867
NORAD66514,SENTINEL-6B,168,none,False,evaluated,686,686,0,0.0,389,163,134,age_ridge,1.300264,7.388475,-468.2289,closed,closed,closed,closed,closed,closed,0.778237,9.340211,8.561974,1100.1755,-1100.1755,0,134,0,0.0,8.561974,5.81438,7.003523,10.318771,0.0,0.0,0.0,49,6.738159,11.072508,True,2.220821,11.93319,2.588541,12.256517,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",7.388475,-6.153224267,1.300264,4.780866,1.304407,7.890269,7.388475,213.738103,0.778237,4.486208,0.780605,10.189292,9.340211,220.814161
NORAD66514,SENTINEL-6B,168,150,False,evaluated,686,660,26,3.7901,363,163,134,linear_age,1.300264,1.330194,-2.3018,closed,closed,closed,closed,closed,closed,0.778237,0.805763,0.027526,3.5369,-3.5369,47,87,0,0.350746,0.027526,0.037536,0.015394,0.039307,0.000695,0.109115,0.00164605,49,0.011279,0.042683,True,2.220821,2.125614,2.588541,2.51173,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.330194,-0.094943074,1.300264,1.33043,1.301208,1.330194,1.330194,1.543252,0.778237,0.806009,0.778589,0.805763,0.805763,1.094339
NORAD66514,SENTINEL-6B,168,500,False,evaluated,686,669,17,2.4781,372,163,134,age_ridge,1.300264,1.361424,-4.7037,closed,closed,closed,closed,closed,closed,0.778237,0.852758,0.074521,9.5757,-9.5757,37,97,0,0.276119,0.074521,0.064311,0.054534,0.094911,0.0,0.0,0.0,49,0.052686,0.095618,True,2.220821,2.154115,2.588541,2.542005,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.361424,-0.126173065,1.300264,1.346122,1.302246,1.363375,1.361424,2.172006,0.778237,0.823328,0.779187,0.857574,0.852758,2.042217
NORAD66514,SENTINEL-6B,168,1500,True,evaluated,686,670,16,2.3324,373,163,134,age_ridge,1.300264,1.406177,-8.1455,closed,closed,closed,closed,closed,closed,0.778237,0.931848,0.153611,19.7383,-19.7383,26,108,0,0.19403,0.153611,0.124718,0.121566,0.187099,0.0,0.0,0.0,49,0.122244,0.185347,True,2.220821,2.2115,2.588541,2.607608,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.406177,-0.170926287,1.300264,1.376293,1.302407,1.410429,1.406177,2.732649,0.778237,0.859922,0.779291,0.943554,0.931848,2.834975
NORAD66514,SENTINEL-6B,168,3000,False,evaluated,686,673,13,1.895,376,163,134,age_ridge,1.300264,1.525767,-17.3429,closed,closed,closed,closed,closed,closed,0.778237,1.231491,0.453254,58.2411,-58.2411,13,121,0,0.097015,0.453254,0.21265,0.336387,0.582641,0.0,0.0,0.0,49,0.311183,0.645579,True,2.220821,2.824653,2.588541,3.193356,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.525767,-0.290516144,1.300264,1.326732,1.302573,1.560641,1.525767,6.231522,0.778237,0.820611,0.779398,1.299635,1.231491,6.737661
NORAD66704,FLOCK 4H 1,8,none,False,evaluated,453,453,0,0.0,276,105,72,age_ridge,0.241628,0.269031,-11.341,closed,closed,closed,closed,closed,closed,0.23766,0.267136,0.029476,12.4025,-12.4025,26,46,0,0.361111,0.029476,0.025633,0.018508,0.040268,0.024461,1.0,0.04373821,33,0.015748,0.042611,True,0.678661,0.727309,1.03378,1.080891,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.269031,-0.039484567,0.241628,0.255562,0.240131,0.27312,0.269031,1.684574,0.23766,0.249345,0.237124,0.271877,0.267136,1.941391
NORAD66704,FLOCK 4H 1,8,150,False,evaluated,453,450,3,0.6623,273,105,72,age_ridge,0.241628,0.255788,-5.8601,closed,closed,closed,closed,closed,closed,0.23766,0.24878,0.01112,4.6789,-4.6789,21,51,0,0.291667,0.01112,0.009682,0.004033,0.017957,0.000535,0.085065,0.00128973,33,0.001781,0.019769,True,0.678661,0.715329,1.03378,1.069808,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.255788,-0.026241077,0.241628,0.244075,0.240162,0.259528,0.255788,0.580149,0.23766,0.239115,0.237126,0.25285,0.24878,0.48024
NORAD66704,FLOCK 4H 1,8,500,False,evaluated,453,451,2,0.4415,274,105,72,age_ridge,0.241628,0.281055,-16.3171,closed,closed,closed,closed,closed,closed,0.23766,0.277933,0.040273,16.9457,-16.9457,18,54,0,0.25,0.040273,0.027317,0.024638,0.055121,2.6e-05,0.004498,7.163e-05,33,0.020157,0.060228,True,0.678661,0.752928,1.03378,1.10593,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.281055,-0.051508127,0.241628,0.247043,0.240131,0.290554,0.281055,0.599842,0.23766,0.241489,0.237124,0.288159,0.277933,0.623762
NORAD66704,FLOCK 4H 1,8,1500,True,evaluated,453,452,1,0.2208,275,105,72,age_ridge,0.241628,0.2712,-12.2386,closed,closed,closed,closed,closed,closed,0.23766,0.269705,0.032045,13.4835,-13.4835,20,52,0,0.277778,0.032045,0.033674,0.022819,0.041121,0.000208,0.03432,0.00052981,33,0.020707,0.042844,True,0.678661,0.716426,1.03378,1.069133,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.2712,-0.041653396,0.241628,0.265422,0.240192,0.272751,0.2712,0.638988,0.23766,0.259672,0.237128,0.271866,0.269705,0.791903
NORAD66704,FLOCK 4H 1,8,3000,False,evaluated,453,453,0,0.0,276,105,72,age_ridge,0.241628,0.269031,-11.341,closed,closed,closed,closed,closed,closed,0.23766,0.267136,0.029476,12.4025,-12.4025,26,46,0,0.361111,0.029476,0.025633,0.018508,0.040268,0.024461,1.0,0.04373821,33,0.015748,0.042611,True,0.678661,0.727309,1.03378,1.080891,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.269031,-0.039484567,0.241628,0.255562,0.240131,0.27312,0.269031,1.684574,0.23766,0.249345,0.237124,0.271877,0.267136,1.941391
NORAD66704,FLOCK 4H 1,24,none,False,evaluated,581,581,0,0.0,357,125,99,age_ridge,0.760135,0.808022,-6.2997,closed,closed,closed,closed,closed,closed,0.883698,0.899632,0.015934,1.8031,-1.8031,48,51,0,0.484848,0.015934,0.001145,-0.011334,0.042328,0.840822,1.0,0.91507012,40,-0.009928,0.042509,False,2.388986,2.480246,3.405874,3.487438,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.808022,-0.085893096,0.760135,0.758171,0.758292,0.81783,0.808022,2.66714,0.883698,0.876824,0.877684,0.906874,0.899632,3.248458
NORAD66704,FLOCK 4H 1,24,150,False,evaluated,581,571,10,1.7212,347,125,99,age_ridge,0.760135,0.760845,-0.0934,closed,closed,closed,closed,closed,closed,0.883698,0.881692,-0.002007,-0.2271,0.2271,61,38,0,0.616162,-0.002007,-0.000931,-0.003489,-0.000507,0.026525,1.0,0.04711678,40,-0.003698,-0.000418,True,2.388986,2.392582,3.405874,3.409539,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.760845,-0.038716776,0.760135,0.759821,0.75828,0.760979,0.760845,0.773722,0.883698,0.882887,0.877611,0.881565,0.881692,0.874792
NORAD66704,FLOCK 4H 1,24,500,False,evaluated,581,576,5,0.8606,352,125,99,age_ridge,0.760135,0.763119,-0.3925,closed,closed,closed,closed,closed,closed,0.883698,0.875323,-0.008375,-0.9478,0.9478,59,40,0,0.59596,-0.008375,-0.010878,-0.014491,-0.002076,0.069901,1.0,0.11101924,40,-0.015575,-0.001214,True,2.388986,2.410812,3.405874,3.428043,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.763119,-0.040990612,0.760135,0.758482,0.758274,0.763936,0.763119,1.249927,0.883698,0.878553,0.877574,0.875264,0.875323,1.432333
NORAD66704,FLOCK 4H 1,24,1500,True,evaluated,581,581,0,0.0,357,125,99,age_ridge,0.760135,0.808022,-6.2997,closed,closed,closed,closed,closed,closed,0.883698,0.899632,0.015934,1.8031,-1.8031,48,51,0,0.484848,0.015934,0.001145,-0.011334,0.042328,0.840822,1.0,0.91507012,40,-0.009928,0.042509,False,2.388986,2.480246,3.405874,3.487438,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.808022,-0.085893096,0.760135,0.758171,0.758292,0.81783,0.808022,2.66714,0.883698,0.876824,0.877684,0.906874,0.899632,3.248458
NORAD66704,FLOCK 4H 1,24,3000,False,evaluated,581,581,0,0.0,357,125,99,age_ridge,0.760135,0.808022,-6.2997,closed,closed,closed,closed,closed,closed,0.883698,0.899632,0.015934,1.8031,-1.8031,48,51,0,0.484848,0.015934,0.001145,-0.011334,0.042328,0.840822,1.0,0.91507012,40,-0.009928,0.042509,False,2.388986,2.480246,3.405874,3.487438,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.808022,-0.085893096,0.760135,0.758171,0.758292,0.81783,0.808022,2.66714,0.883698,0.876824,0.877684,0.906874,0.899632,3.248458
NORAD66704,FLOCK 4H 1,48,none,False,evaluated,598,598,0,0.0,365,128,105,age_ridge,1.906867,2.111675,-10.7406,closed,closed,closed,closed,closed,closed,2.128672,2.278358,0.149685,7.0319,-7.0319,48,57,0,0.457143,0.149685,0.025321,0.065403,0.242776,0.435114,1.0,0.54642223,40,0.059336,0.254576,True,5.807978,5.997655,7.960019,8.09458,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",2.111675,-0.300151516,1.906867,1.909871,1.898289,2.14864,2.111675,11.413135,2.128672,2.131824,2.118533,2.311481,2.278358,16.661366
NORAD66704,FLOCK 4H 1,48,150,False,evaluated,598,590,8,1.3378,357,128,105,age_ridge,1.906867,1.908764,-0.0995,closed,closed,closed,closed,closed,closed,2.128672,2.125976,-0.002697,-0.1267,0.1267,52,53,0,0.495238,-0.002697,8.9e-05,-0.009997,0.00445,1.0,1.0,1.0,40,-0.011353,0.005981,False,5.807978,5.810598,7.960019,7.962464,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.908764,-0.097240298,1.906867,1.903531,1.898406,1.90967,1.908764,1.930768,2.128672,2.12489,2.118688,2.126278,2.125976,2.166285
NORAD66704,FLOCK 4H 1,48,500,False,evaluated,598,592,6,1.0033,359,128,105,age_ridge,1.906867,1.909921,-0.1602,closed,closed,closed,closed,closed,closed,2.128672,2.125863,-0.002809,-0.132,0.132,53,52,0,0.504762,-0.002809,-0.000186,-0.011936,0.006026,1.0,1.0,1.0,40,-0.013546,0.008072,False,5.807978,5.811185,7.960019,7.962802,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.909921,-0.098397341,1.906867,1.902909,1.898298,1.911174,1.909921,1.961801,2.128672,2.124126,2.118545,2.126422,2.125863,2.212796
NORAD66704,FLOCK 4H 1,48,1500,True,evaluated,598,595,3,0.5017,362,128,105,age_ridge,1.906867,1.968736,-3.2445,closed,closed,closed,closed,closed,closed,2.128672,2.170655,0.041982,1.9722,-1.9722,48,57,0,0.457143,0.041982,0.003831,0.009304,0.077129,0.435114,1.0,0.54642223,40,0.006447,0.083938,True,5.807978,5.820869,7.960019,7.95018,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.968736,-0.157212183,1.906867,1.916702,1.898422,1.978082,1.968736,2.792069,2.128672,2.138627,2.11871,2.177554,2.170655,3.307836
